numero_proyecto,id_proyecto,titulo,id_indicador,categoria,ambito,indicador,tipo_indicador,forma_evaluacion,unidad,estado,valor_detectado,evidencia,justificacion,confianza
3,2-s2.0-85142381467,Adapting DIALOG+ in a School Setting-A Tool to Support Well-being and Resilience in Adolescents Living in Postconflict Areas During the COVID-19 Pandemic: Protocol for a Cluster Randomized Exploratory Study,SAL-02,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,El proyecto contribuye a prevenir riesgos en salud pública.,CUALITATIVO,CAMBIO,,EVIDENCIA_PARCIAL,,mitigate the impact of social difficulties,"La intervención busca atender dificultades vinculadas con salud mental, sin resultados que prueben prevención de riesgos en salud pública.",0.82
3,2-s2.0-85142381467,Adapting DIALOG+ in a School Setting-A Tool to Support Well-being and Resilience in Adolescents Living in Postconflict Areas During the COVID-19 Pandemic: Protocol for a Cluster Randomized Exploratory Study,SAL-03,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,El proyecto implementa acciones orientadas a mejorar la calidad de vida de personas en situación de discapacidad.,CUALITATIVO,CAMBIO,,NO_APLICA,,,El proyecto no se dirige específicamente a personas en situación de discapacidad.,0.98
3,2-s2.0-85142381467,Adapting DIALOG+ in a School Setting-A Tool to Support Well-being and Resilience in Adolescents Living in Postconflict Areas During the COVID-19 Pandemic: Protocol for a Cluster Randomized Exploratory Study,SAL-04,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,El proyecto desarrolla intervenciones que contribuyeron a disminuir tasas de mortalidad en poblaciones específicas.,CUALITATIVO,CAMBIO,,NO_APLICA,,,El proyecto no aborda mortalidad ni intervenciones para reducirla.,0.99
3,2-s2.0-85142381467,Adapting DIALOG+ in a School Setting-A Tool to Support Well-being and Resilience in Adolescents Living in Postconflict Areas During the COVID-19 Pandemic: Protocol for a Cluster Randomized Exploratory Study,SAL-05,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,El proyecto fomenta el diálogo y la integración entre medicina occidental y tradicional/ancestral.,CUALITATIVO,CAMBIO,,NO_APLICA,,,El proyecto no trata la integración entre medicina occidental y tradicional o ancestral.,0.99
3,2-s2.0-85142381467,Adapting DIALOG+ in a School Setting-A Tool to Support Well-being and Resilience in Adolescents Living in Postconflict Areas During the COVID-19 Pandemic: Protocol for a Cluster Randomized Exploratory Study,SAL-06,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,El proyecto fortalece estrategias participativas de cuidado implementadas por distintos actores sociales.,CUALITATIVO,CAMBIO,,EVIDENCIA_PARCIAL,,teachers or counselors and students,"Participan distintos actores escolares en la intervención, pero no se reporta fortalecimiento logrado de estrategias de cuidado.",0.84
3,2-s2.0-85142381467,Adapting DIALOG+ in a School Setting-A Tool to Support Well-being and Resilience in Adolescents Living in Postconflict Areas During the COVID-19 Pandemic: Protocol for a Cluster Randomized Exploratory Study,POL-01,IMPACTO_MAS_ALLA_ACADEMIA,POLITICA_PUBLICA,"El proyecto facilita la participación activa de los grupos de interés en procesos de formulación, monitoreo o evaluación de políticas públicas o iniciativas de ciencia ciudadana.",CUALITATIVO,PRESENCIA,,NO_APLICA,,,"El proyecto no trata formulación, monitoreo o evaluación de políticas públicas ni ciencia ciudadana.",0.97
3,2-s2.0-85142381467,Adapting DIALOG+ in a School Setting-A Tool to Support Well-being and Resilience in Adolescents Living in Postconflict Areas During the COVID-19 Pandemic: Protocol for a Cluster Randomized Exploratory Study,POL-02,IMPACTO_MAS_ALLA_ACADEMIA,POLITICA_PUBLICA,"Número de documentos oficiales (política pública, leyes, regulaciones o decisiones judiciales) que citan resultados del proyecto.",CUANTITATIVO,CONTEO,documentos_oficiales,SIN_EVIDENCIA,,,No se reportan documentos oficiales que citen resultados del proyecto.,0.99
3,2-s2.0-85142381467,Adapting DIALOG+ in a School Setting-A Tool to Support Well-being and Resilience in Adolescents Living in Postconflict Areas During the COVID-19 Pandemic: Protocol for a Cluster Randomized Exploratory Study,POL-03,IMPACTO_MAS_ALLA_ACADEMIA,POLITICA_PUBLICA,Número de políticas públicas o programas gubernamentales modificados o implementados con base en hallazgos del proyecto.,CUANTITATIVO,CONTEO,politicas_programas,SIN_EVIDENCIA,,,No se reportan políticas públicas o programas gubernamentales modificados o implementados.,0.99
3,2-s2.0-85142381467,Adapting DIALOG+ in a School Setting-A Tool to Support Well-being and Resilience in Adolescents Living in Postconflict Areas During the COVID-19 Pandemic: Protocol for a Cluster Randomized Exploratory Study,POL-04,IMPACTO_MAS_ALLA_ACADEMIA,POLITICA_PUBLICA,"Número de manuales, herramientas o metodologías derivadas del proyecto y adoptadas por entidades estatales.",CUANTITATIVO,CONTEO,manuales_herramientas_metodologias,SIN_EVIDENCIA,,,No se reportan herramientas o metodologías adoptadas por entidades estatales.,0.99
3,2-s2.0-85142381467,Adapting DIALOG+ in a School Setting-A Tool to Support Well-being and Resilience in Adolescents Living in Postconflict Areas During the COVID-19 Pandemic: Protocol for a Cluster Randomized Exploratory Study,POL-05,IMPACTO_MAS_ALLA_ACADEMIA,POLITICA_PUBLICA,Número de participaciones del equipo del proyecto en audiencias legislativas o judiciales.,CUANTITATIVO,CONTEO,participaciones,SIN_EVIDENCIA,,,No se reportan participaciones en audiencias legislativas o judiciales.,0.99
3,2-s2.0-85142381467,Adapting DIALOG+ in a School Setting-A Tool to Support Well-being and Resilience in Adolescents Living in Postconflict Areas During the COVID-19 Pandemic: Protocol for a Cluster Randomized Exploratory Study,POL-06,IMPACTO_MAS_ALLA_ACADEMIA,POLITICA_PUBLICA,El proyecto implica colaboración efectiva con entidades públicas o actores sociales en la formulación o evaluación de políticas.,CUALITATIVO,PRESENCIA,,NO_APLICA,,,El proyecto no se plantea en relación con la formulación o evaluación de políticas públicas.,0.97
3,2-s2.0-85142381467,Adapting DIALOG+ in a School Setting-A Tool to Support Well-being and Resilience in Adolescents Living in Postconflict Areas During the COVID-19 Pandemic: Protocol for a Cluster Randomized Exploratory Study,POL-07,IMPACTO_MAS_ALLA_ACADEMIA,POLITICA_PUBLICA,Número de informes técnicos o documentos de política generados desde el proyecto y entregados a entidades gubernamentales.,CUANTITATIVO,CONTEO,informes_documentos_politica,SIN_EVIDENCIA,,,No se mencionan informes técnicos ni documentos de política entregados a entidades gubernamentales.,0.99
3,2-s2.0-85142381467,Adapting DIALOG+ in a School Setting-A Tool to Support Well-being and Resilience in Adolescents Living in Postconflict Areas During the COVID-19 Pandemic: Protocol for a Cluster Randomized Exploratory Study,POL-08,IMPACTO_MAS_ALLA_ACADEMIA,POLITICA_PUBLICA,"Número de seminarios, talleres o capacitaciones organizadas para funcionarios públicos basadas en el proyecto.",CUANTITATIVO,CONTEO,seminarios_talleres_capacitaciones,SIN_EVIDENCIA,,,"No se describen capacitaciones, talleres o seminarios para funcionarios públicos.",0.99
3,2-s2.0-85142381467,Adapting DIALOG+ in a School Setting-A Tool to Support Well-being and Resilience in Adolescents Living in Postconflict Areas During the COVID-19 Pandemic: Protocol for a Cluster Randomized Exploratory Study,POL-09,IMPACTO_MAS_ALLA_ACADEMIA,POLITICA_PUBLICA,"Número de redes relacionadas con políticas públicas en las que el proyecto ha participado o contribuido a crear, conformadas por actores de diversos sectores.",CUANTITATIVO,CONTEO,redes,SIN_EVIDENCIA,,,No se reporta participación en redes relacionadas con políticas públicas.,0.99
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],COL-01,CONDICIONES_COLABORACION,,"El proyecto incorpora enfoques interdisciplinarios o transdisciplinarios tanto en el planteamiento del problema como en los métodos, tipos de análisis y perspectivas conceptuales utilizadas.",CUALITATIVO,PRESENCIA,,EVIDENCIA_PARCIAL,,“técnicas de investigación judicial... análisis financiero y patrimonial”,Se describen contenidos de más de un campo. No se documenta un enfoque interdisciplinario en el planteamiento y los métodos del proyecto.,0.78
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],COL-02,CONDICIONES_COLABORACION,,El proyecto cuenta con la participación activa y significativa de actores externos (académicos y/o no académicos) en distintas etapas del proceso investigativo.,CUALITATIVO,PRESENCIA,,SIN_EVIDENCIA,,,El resumen no informa participación activa de actores externos.,0.99
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],COL-03,CONDICIONES_COLABORACION,,"Nivel de participación efectiva de actores de la comunidad, Estado, sociedad o empresa en la formulación, ejecución y evaluación del proyecto.",CUALITATIVO,NIVEL,,SIN_EVIDENCIA,,,"No se describe participación de comunidad, Estado, sociedad o empresas en el proyecto.",0.99
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],ASC-01,APROPIACION_SOCIAL,,El proyecto establece mecanismos para el diálogo de saberes entre actores académicos y otros actores sociales.,CUALITATIVO,PRESENCIA,,SIN_EVIDENCIA,,,No se mencionan mecanismos de diálogo de saberes.,0.99
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],ASC-02,APROPIACION_SOCIAL,,"La solución generada por el proyecto es usada, adaptada, replicada o sostenida por la comunidad, territorio o entidad beneficiaria.",CUALITATIVO,PRESENCIA,,SIN_EVIDENCIA,,,"No se reporta una solución usada, adaptada o sostenida por beneficiarios.",0.99
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],ASC-03,APROPIACION_SOCIAL,,"Los materiales y productos entregados son pertinentes, comprensibles, de alta calidad y valorados positivamente por los grupos de interés.",CUALITATIVO,PRESENCIA,,SIN_EVIDENCIA,,,No hay valoración de materiales o productos por grupos de interés.,0.99
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],DIV-01,DIVULGACION,,El proyecto desarrolla productos y estrategias eficaces para comunicar el conocimiento generado a públicos no especializados.,CUALITATIVO,PRESENCIA,,SIN_EVIDENCIA,,,El resumen no describe estrategias dirigidas a públicos no especializados.,0.98
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],DIV-02,DIVULGACION,,"Número de productos (comunicados, artículos, blogs, libros, videos, material para redes sociales, entre otros) diseñados y utilizados para comunicar los resultados del proyecto a públicos diversos.",CUANTITATIVO,CONTEO,productos,EVIDENCIA_PARCIAL,,“En el presente artículo”,"Se identifica un artículo, pero no un número explícito ni su uso para comunicar resultados a públicos diversos.",0.74
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],DIV-03,DIVULGACION,,Número de menciones en medios de comunicación y redes sociales de los hallazgos del proyecto.,CUANTITATIVO,CONTEO,menciones,SIN_EVIDENCIA,,,No se informan menciones en medios o redes sociales.,0.99
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],DIV-04,DIVULGACION,,"Nivel en que los resultados, metodologías o saberes generados por el proyecto son difundidos en formatos comprensibles, abiertos y reutilizables, y en que dichos materiales son efectivamente consultados y aprovechados por públicos diversos.",CUALITATIVO,NIVEL,,SIN_EVIDENCIA,,,"No se describen formatos abiertos, reutilizables ni su consulta por públicos diversos.",0.99
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],DIV-05,DIVULGACION,,Número de espacios públicos promovidos por el proyecto para debatir la problemática investigativa y social más allá del ámbito académico.,CUANTITATIVO,CONTEO,espacios_publicos,SIN_EVIDENCIA,,,No se mencionan espacios públicos de debate promovidos por el proyecto.,0.99
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],CUL-01,IMPACTO_MAS_ALLA_ACADEMIA,CULTURA,"El proyecto fortalece procesos de construcción, preservación y revitalización de la memoria e identidad cultural en comunidades o territorios.",CUALITATIVO,CAMBIO,,NO_APLICA,,,"El proyecto aborda currículos de contaduría y auditoría forense, no memoria o identidad cultural.",0.98
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],CUL-02,IMPACTO_MAS_ALLA_ACADEMIA,CULTURA,"El proyecto promueve la conservación, valorización o enriquecimiento del patrimonio cultural, ya sea material o inmaterial.",CUALITATIVO,CAMBIO,,NO_APLICA,,,El proyecto no trata patrimonio cultural material o inmaterial.,0.99
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],SOC-01,IMPACTO_MAS_ALLA_ACADEMIA,SOCIEDAD,Mejora en la calidad de vida o bienestar atribuida al proyecto.,CUALITATIVO,CAMBIO,,SIN_EVIDENCIA,,,No se reporta una mejora observada en calidad de vida o bienestar atribuible al proyecto.,0.99
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],SOC-02,IMPACTO_MAS_ALLA_ACADEMIA,SOCIEDAD,"El proyecto contribuye a consolidar redes de colaboración y alianzas entre comunidades, organizaciones e instituciones.",CUALITATIVO,CAMBIO,,SIN_EVIDENCIA,,,No se describen redes o alianzas consolidadas por el proyecto.,0.99
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],SOC-03,IMPACTO_MAS_ALLA_ACADEMIA,SOCIEDAD,"El proyecto contribuyó a enfrentar desigualdades, exclusión o injusticia, promoviendo justicia social, equidad, inclusión y respeto a los derechos humanos.",CUALITATIVO,CAMBIO,,EVIDENCIA_PARCIAL,,"“delitos económicos y financieros, fraude financiero, corrupción”",El proyecto se relaciona con problemáticas de justicia y corrupción. No demuestra un cambio social producido por sus resultados.,0.76
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],SOC-04,IMPACTO_MAS_ALLA_ACADEMIA,SOCIEDAD,Número de beneficiarios directos e indirectos.,CUANTITATIVO,CONTEO,beneficiarios,SIN_EVIDENCIA,,,No se informa el número de beneficiarios.,0.99
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],TEC-01,IMPACTO_MAS_ALLA_ACADEMIA,TECNOLOGIA,El proyecto desarrolla productos tecnológicos con participación de actores no académicos o sectores aplicados.,CUALITATIVO,PRESENCIA,,NO_APLICA,,,El proyecto es un análisis curricular y no plantea productos tecnológicos.,0.98
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],TEC-02,IMPACTO_MAS_ALLA_ACADEMIA,TECNOLOGIA,El proyecto incluye procesos participativos de validación tecnológica con usuarios reales.,CUALITATIVO,PRESENCIA,,NO_APLICA,,,No corresponde a un proyecto de desarrollo o validación tecnológica.,0.98
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],TEC-03,IMPACTO_MAS_ALLA_ACADEMIA,TECNOLOGIA,Los resultados tecnológicos son desarrollados con potencial de comercialización.,CUALITATIVO,PRESENCIA,,NO_APLICA,,,El proyecto no desarrolla resultados tecnológicos comercializables.,0.99
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],TEC-04,IMPACTO_MAS_ALLA_ACADEMIA,TECNOLOGIA,El proyecto utiliza tecnología para maximizar el impacto positivo en comunidades o actores destinatarios.,CUALITATIVO,PRESENCIA,,NO_APLICA,,,No se plantea el uso de tecnología como intervención para actores destinatarios.,0.98
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],TEC-05,IMPACTO_MAS_ALLA_ACADEMIA,TECNOLOGIA,El proyecto genera desarrollos tecnológicos originales con aplicación demostrada fuera del ámbito académico.,CUALITATIVO,PRESENCIA,,NO_APLICA,,,El proyecto no trata desarrollos tecnológicos originales.,0.99
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],TEC-06,IMPACTO_MAS_ALLA_ACADEMIA,TECNOLOGIA,El proyecto aplica tecnologías preexistentes de forma novedosa y contextualizada para resolver problemas locales.,CUALITATIVO,PRESENCIA,,NO_APLICA,,,No se describe aplicación de tecnologías para resolver problemas locales.,0.99
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],TEC-07,IMPACTO_MAS_ALLA_ACADEMIA,TECNOLOGIA,"Las soluciones tecnológicas generadas por el proyecto son adoptadas, adaptadas o sostenidas por actores de interés externos a la academia.",CUALITATIVO,PRESENCIA,,NO_APLICA,,,No se generan soluciones tecnológicas susceptibles de adopción externa.,0.99
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],ECO-01,IMPACTO_MAS_ALLA_ACADEMIA,ECONOMIA,"El proyecto genera ingresos adicionales mediante la implementación, validación o comercialización de procesos, metodologías o productos nuevos o mejorados.",CUALITATIVO,CAMBIO,,NO_APLICA,,,"El proyecto no implementa, valida ni comercializa productos o procesos.",0.97
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],ECO-02,IMPACTO_MAS_ALLA_ACADEMIA,ECONOMIA,El proyecto logra reducir costos en procesos organizativos o productivos mediante la implementación de mejoras o innovaciones.,CUALITATIVO,CAMBIO,,NO_APLICA,,,No aborda mejoras implementadas para reducir costos organizativos o productivos.,0.98
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],ECO-03,IMPACTO_MAS_ALLA_ACADEMIA,ECONOMIA,El proyecto genera nuevas oportunidades laborales directas o indirectas.,CUALITATIVO,CAMBIO,,SIN_EVIDENCIA,,,La necesidad de profesionales capacitados no demuestra oportunidades laborales generadas.,0.98
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],ECO-04,IMPACTO_MAS_ALLA_ACADEMIA,ECONOMIA,El proyecto fortalece o consolida eslabones clave de la cadena productiva y/o de suministros estratégicos.,CUALITATIVO,CAMBIO,,NO_APLICA,,,El análisis curricular no se orienta a cadenas productivas o de suministros.,0.99
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],ECO-05,IMPACTO_MAS_ALLA_ACADEMIA,ECONOMIA,El proyecto contribuye a mejorar prácticas productivas sostenibles en los sectores o territorios involucrados.,CUALITATIVO,CAMBIO,,NO_APLICA,,,No trata prácticas productivas sostenibles.,0.99
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],ECO-06,IMPACTO_MAS_ALLA_ACADEMIA,ECONOMIA,"El proyecto impulsa el crecimiento económico de los grupos de interés (medido en TIR, ingresos, calidad de vida, etc.).",CUALITATIVO,CAMBIO,,SIN_EVIDENCIA,,,No se reporta crecimiento económico de grupos de interés.,0.99
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],ECO-07,IMPACTO_MAS_ALLA_ACADEMIA,ECONOMIA,El proyecto promueve capacidades productivas mediante la creación de redes colaborativas o estrategias de economía solidaria.,CUALITATIVO,CAMBIO,,NO_APLICA,,,No se describen redes productivas ni estrategias de economía solidaria.,0.99
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],AMB-01,IMPACTO_MAS_ALLA_ACADEMIA,MEDIO_AMBIENTE,"El proyecto desarrolla soluciones ambientales asociadas a servicios ecosistémicos, biodiversidad o sostenibilidad ambiental.",CUALITATIVO,PRESENCIA,,NO_APLICA,,,"El proyecto no aborda soluciones ambientales, biodiversidad o servicios ecosistémicos.",0.99
4,4,Panorama de los currículos de programas de contaduría pública en Colombia frente a contenidos de auditoría forense y prevención de delitos financieros [An Outlook of Public Accounting Undergraduate Programs in Colombia Regarding Forensic Auditing and Financial Crime Prevention Contents] [Panorama dos currículos de programas de contabilidade pública na Colômbia contra conteúdos de auditoria forense e prevenção de crimes financeiros],AMB-02,IMPACTO_MAS_ALLA_ACADEMIA,MEDIO_AMBIENTE,"El proyecto genera mejoras sostenibles en el entorno ambiental, económico y social de los grupos de interés.",CUALITATIVO,CAMBIO,,NO_APLICA,,,No corresponde a una intervención sobre el entorno ambiental.,0.99
