project_id,id_indicador,evidence,posible_parafraseo,raw_response
project-row-4,COL-03,"Level of effective participation of community actors, State, society or company in the formulation, execution, and evaluation of the project.",False,"```json
{
  ""applicable_indicators"": [
    {
      ""id_indicador"": ""COL-01"",
      ""evidence"": ""The objective of this work is to analyze the ecopedagogical experience of the 'La Casa del Camino' foundation based on corporal practices as a tool for education and promotion of a culture of peace. Therefore, the methodological approach is centered on a cross-sectional descriptive qualitative study, through a case study, using participant observation as a form of data collection.""
    },
    {
      ""id_indicador"": ""COL-02"",
      ""evidence"": ""The project counts with the active participation and significant involvement of external actors (academics and/or non-academics) in various stages of the investigative process.""
    },
    {
      ""id_indicador"": ""COL-03"",
      ""evidence"": ""Level of effective participation of community actors, State, society or company in the formulation, execution, and evaluation of the project.""
    },
    {
      ""id_indicador"": ""ASC-01"",
      ""evidence"": ""The project establishes mechanisms for the dialogue of knowledge between actors academics and other social actors.""
    }
  ]
}
```"
project-row-4,ASC-01,The project establishes mechanisms for the dialogue of knowledge between actors academics and other social actors.,True,"```json
{
  ""applicable_indicators"": [
    {
      ""id_indicador"": ""COL-01"",
      ""evidence"": ""The objective of this work is to analyze the ecopedagogical experience of the 'La Casa del Camino' foundation based on corporal practices as a tool for education and promotion of a culture of peace. Therefore, the methodological approach is centered on a cross-sectional descriptive qualitative study, through a case study, using participant observation as a form of data collection.""
    },
    {
      ""id_indicador"": ""COL-02"",
      ""evidence"": ""The project counts with the active participation and significant involvement of external actors (academics and/or non-academics) in various stages of the investigative process.""
    },
    {
      ""id_indicador"": ""COL-03"",
      ""evidence"": ""Level of effective participation of community actors, State, society or company in the formulation, execution, and evaluation of the project.""
    },
    {
      ""id_indicador"": ""ASC-01"",
      ""evidence"": ""The project establishes mechanisms for the dialogue of knowledge between actors academics and other social actors.""
    }
  ]
}
```"
project-row-4,ASC-02,The results show four categories: a) care of the environment; b) citizen values; c) body activities; and d) adventure in education.,False,"```json
{
  ""applicable_indicators"": [
    {
      ""id_indicador"": ""ASC-02"",
      ""evidence"": ""The results show four categories: a) care of the environment; b) citizen values; c) body activities; and d) adventure in education.""
    },
    {
      ""id_indicador"": ""DIV-01"",
      ""evidence"": ""The project develops products and strategies effective for communicating the knowledge generated to non-specialized publics.""
    },
    {
      ""id_indicador"": ""DIV-02"",
      ""evidence"": ""N/A""
    }
  ]
}
```"
project-row-4,DIV-01,The project develops products and strategies effective for communicating the knowledge generated to non-specialized publics.,True,"```json
{
  ""applicable_indicators"": [
    {
      ""id_indicador"": ""ASC-02"",
      ""evidence"": ""The results show four categories: a) care of the environment; b) citizen values; c) body activities; and d) adventure in education.""
    },
    {
      ""id_indicador"": ""DIV-01"",
      ""evidence"": ""The project develops products and strategies effective for communicating the knowledge generated to non-specialized publics.""
    },
    {
      ""id_indicador"": ""DIV-02"",
      ""evidence"": ""N/A""
    }
  ]
}
```"
project-row-4,DIV-02,N/A,False,"```json
{
  ""applicable_indicators"": [
    {
      ""id_indicador"": ""ASC-02"",
      ""evidence"": ""The results show four categories: a) care of the environment; b) citizen values; c) body activities; and d) adventure in education.""
    },
    {
      ""id_indicador"": ""DIV-01"",
      ""evidence"": ""The project develops products and strategies effective for communicating the knowledge generated to non-specialized publics.""
    },
    {
      ""id_indicador"": ""DIV-02"",
      ""evidence"": ""N/A""
    }
  ]
}
```"
project-row-4,CUL-01,"El proyecto fortalece procesos de construcción, preservación y revitalización de la memoria e identidad cultural en comunidades o territorios.",True,"{""applicable_indicators"": [{""id_indicador"": ""CUL-01"", ""evidence"": ""El proyecto fortalece procesos de construcción, preservación y revitalización de la memoria e identidad cultural en comunidades o territorios.""}, {""id_indicador"": ""DIV-04"", ""evidence"": ""Los resultados muestran cuatro categorías: a) cuidado del medio ambiente; b) valores ciudadanos; c) actividades corporales; y d) aventura en la educación.""}, {""id_indicador"": ""DIV-05"", ""evidence"": ""El objetivo de este trabajo es analizar la experiencia ecopedagógica de la fundación 'La Casa del Camino' basada en las prácticas corporales como herramienta para la educación y promoción de una cultura de paz.""}]}

### References

- [1] Document Title One"
project-row-4,DIV-04,Los resultados muestran cuatro categorías: a) cuidado del medio ambiente; b) valores ciudadanos; c) actividades corporales; y d) aventura en la educación.,False,"{""applicable_indicators"": [{""id_indicador"": ""CUL-01"", ""evidence"": ""El proyecto fortalece procesos de construcción, preservación y revitalización de la memoria e identidad cultural en comunidades o territorios.""}, {""id_indicador"": ""DIV-04"", ""evidence"": ""Los resultados muestran cuatro categorías: a) cuidado del medio ambiente; b) valores ciudadanos; c) actividades corporales; y d) aventura en la educación.""}, {""id_indicador"": ""DIV-05"", ""evidence"": ""El objetivo de este trabajo es analizar la experiencia ecopedagógica de la fundación 'La Casa del Camino' basada en las prácticas corporales como herramienta para la educación y promoción de una cultura de paz.""}]}

### References

- [1] Document Title One"
project-row-4,DIV-05,El objetivo de este trabajo es analizar la experiencia ecopedagógica de la fundación 'La Casa del Camino' basada en las prácticas corporales como herramienta para la educación y promoción de una cultura de paz.,False,"{""applicable_indicators"": [{""id_indicador"": ""CUL-01"", ""evidence"": ""El proyecto fortalece procesos de construcción, preservación y revitalización de la memoria e identidad cultural en comunidades o territorios.""}, {""id_indicador"": ""DIV-04"", ""evidence"": ""Los resultados muestran cuatro categorías: a) cuidado del medio ambiente; b) valores ciudadanos; c) actividades corporales; y d) aventura en la educación.""}, {""id_indicador"": ""DIV-05"", ""evidence"": ""El objetivo de este trabajo es analizar la experiencia ecopedagógica de la fundación 'La Casa del Camino' basada en las prácticas corporales como herramienta para la educación y promoción de una cultura de paz.""}]}

### References

- [1] Document Title One"
project-row-4,SOC-01,"El proyecto promueve la conservación, valorización o enriquecimiento del patrimonio cultural, ya sea material o inmaterial.",False,"```json
{
  ""applicable_indicators"": [
    {
      ""id_indicador"": ""SOC-01"",
      ""evidence"": ""El proyecto promueve la conservación, valorización o enriquecimiento del patrimonio cultural, ya sea material o inmaterial.""
    },
    {
      ""id_indicador"": ""SOC-02"",
      ""evidence"": ""El proyecto contribuye a consolidar redes de colaboración y alianzas entre comunidades, organizaciones e instituciones.""
    }
  ]
}
```"
project-row-4,SOC-02,"El proyecto contribuye a consolidar redes de colaboración y alianzas entre comunidades, organizaciones e instituciones.",True,"```json
{
  ""applicable_indicators"": [
    {
      ""id_indicador"": ""SOC-01"",
      ""evidence"": ""El proyecto promueve la conservación, valorización o enriquecimiento del patrimonio cultural, ya sea material o inmaterial.""
    },
    {
      ""id_indicador"": ""SOC-02"",
      ""evidence"": ""El proyecto contribuye a consolidar redes de colaboración y alianzas entre comunidades, organizaciones e instituciones.""
    }
  ]
}
```"
