id_proyecto,titulo,id_fragmento,campo_origen,id_indicador,indicador,categoria,ambito,score_semantico,evidencia_original
2-s2.0-105020034198,Development and Implementation of DIALOG+S in the School Setting as a Tool for Promoting Adolescent Mental Well-Being and Resilience in a Post–Armed Conflict Area in Colombia: Exploratory Cluster Randomized Controlled Trial,2-s2.0-105020034198::palabras_clave::11,palabras_clave,SAL-06,El proyecto fortalece estrategias participativas de cuidado implementadas por distintos actores sociales.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.476599,adolescents | armed conflict | DIALOG+ | DIALOG+S | digital intervention | mental health | mobile phone | psychosocial intervention | school
2-s2.0-85049317946,Monitoring air pollution by combining a static infrastructure with a participatory sensing approach: Design and performance evaluation,2-s2.0-85049317946::resumen::7,resumen,TEC-02,El proyecto incluye procesos participativos de validación tecnológica con usuarios reales.,IMPACTO_MAS_ALLA_ACADEMIA,TECNOLOGIA,0.450742,"Participatory Sensing (PS) is a new fast-growing sensing approach that involves the participation of mobile phone users, and the corresponding communication infrastructure, to create a large-scale monitoring system. Using PS-based system makes it possible to measure and detect variables and events with an improvement in spatial and time resolution over traditional monitoring system. Pollution-Spots proposes an air pollution monitoring solution by means of using an infrastructure of fixed low-cost sensing devices, and reporting the measurements using a PS approach. The sensing devices acquire the variables and the pedestrian forwards this information, completing the cycle with no extra cost of data transport and/or human resources."
2-s2.0-85049317946,Monitoring air pollution by combining a static infrastructure with a participatory sensing approach: Design and performance evaluation,2-s2.0-85049317946::resumen::8,resumen,TEC-02,El proyecto incluye procesos participativos de validación tecnológica con usuarios reales.,IMPACTO_MAS_ALLA_ACADEMIA,TECNOLOGIA,0.494997,"However, including humans to the sensing loop, rises new challenges, such as protecting user private data, motivating user's participation, and reducing mobile phone's power consumption, all while maintaining the quality of the collected data. Pollution-Spots proposes a combined algorithm that protects the participant's private information and also implements a gamification technique to encourage the participation without any monetary reward. The proposed system has proven to be energy efficient when compared to similar approaches, with the additional benefit of considering the quality of the collected information, which is normally affected by privacy protection algorithms."
2-s2.0-85049317946,Monitoring air pollution by combining a static infrastructure with a participatory sensing approach: Design and performance evaluation,2-s2.0-85049317946::resumen::8,resumen,TEC-04,El proyecto utiliza tecnología para maximizar el impacto positivo en comunidades o actores destinatarios.,IMPACTO_MAS_ALLA_ACADEMIA,TECNOLOGIA,0.472849,"However, including humans to the sensing loop, rises new challenges, such as protecting user private data, motivating user's participation, and reducing mobile phone's power consumption, all while maintaining the quality of the collected data. Pollution-Spots proposes a combined algorithm that protects the participant's private information and also implements a gamification technique to encourage the participation without any monetary reward. The proposed system has proven to be energy efficient when compared to similar approaches, with the additional benefit of considering the quality of the collected information, which is normally affected by privacy protection algorithms."
2-s2.0-85049317946,Monitoring air pollution by combining a static infrastructure with a participatory sensing approach: Design and performance evaluation,2-s2.0-85049317946::resumen::8,resumen,DIV-04,"Nivel en que los resultados, metodologías o saberes generados por el proyecto son difundidos en formatos comprensibles, abiertos y reutilizables, y en que dichos materiales son efectivamente consultados y aprovechados por públicos diversos.",DIVULGACION,,0.464344,"However, including humans to the sensing loop, rises new challenges, such as protecting user private data, motivating user's participation, and reducing mobile phone's power consumption, all while maintaining the quality of the collected data. Pollution-Spots proposes a combined algorithm that protects the participant's private information and also implements a gamification technique to encourage the participation without any monetary reward. The proposed system has proven to be energy efficient when compared to similar approaches, with the additional benefit of considering the quality of the collected information, which is normally affected by privacy protection algorithms."
2-s2.0-85049317946,Monitoring air pollution by combining a static infrastructure with a participatory sensing approach: Design and performance evaluation,2-s2.0-85049317946::palabras_clave::9,palabras_clave,SAL-02,El proyecto contribuye a prevenir riesgos en salud pública.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.511066,Air pollution | Incentives | Participatory sensing | Privacy protection
2-s2.0-85049317946,Monitoring air pollution by combining a static infrastructure with a participatory sensing approach: Design and performance evaluation,2-s2.0-85049317946::palabras_clave::9,palabras_clave,AMB-02,"El proyecto genera mejoras sostenibles en el entorno ambiental, económico y social de los grupos de interés.",IMPACTO_MAS_ALLA_ACADEMIA,MEDIO_AMBIENTE,0.504922,Air pollution | Incentives | Participatory sensing | Privacy protection
2-s2.0-85049317946,Monitoring air pollution by combining a static infrastructure with a participatory sensing approach: Design and performance evaluation,2-s2.0-85049317946::palabras_clave::9,palabras_clave,POL-01,"El proyecto facilita la participación activa de los grupos de interés en procesos de formulación, monitoreo o evaluación de políticas públicas o iniciativas de ciencia ciudadana.",IMPACTO_MAS_ALLA_ACADEMIA,POLITICA_PUBLICA,0.469886,Air pollution | Incentives | Participatory sensing | Privacy protection
2-s2.0-85131371279,A nutritionally focused program for community-living older adults resulted in improved health and well-being,2-s2.0-85131371279::nombre_producto::6,nombre_producto,SAL-06,El proyecto fortalece estrategias participativas de cuidado implementadas por distintos actores sociales.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.532835,A nutritionally focused program for community-living older adults resulted in improved health and well-being
2-s2.0-85131371279,A nutritionally focused program for community-living older adults resulted in improved health and well-being,2-s2.0-85131371279::nombre_producto::6,nombre_producto,SAL-03,El proyecto implementa acciones orientadas a mejorar la calidad de vida de personas en situación de discapacidad.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.506435,A nutritionally focused program for community-living older adults resulted in improved health and well-being
2-s2.0-85131371279,A nutritionally focused program for community-living older adults resulted in improved health and well-being,2-s2.0-85131371279::nombre_producto::6,nombre_producto,SAL-01,El proyecto fortalece el bienestar físico y mental de la población.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.48713,A nutritionally focused program for community-living older adults resulted in improved health and well-being
2-s2.0-85131371279,A nutritionally focused program for community-living older adults resulted in improved health and well-being,2-s2.0-85131371279::resumen::7,resumen,SAL-03,El proyecto implementa acciones orientadas a mejorar la calidad de vida de personas en situación de discapacidad.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.571826,"Objectives: Among older adults, malnutrition is common and is associated with increased risk for impaired health and functionality, conditions further associated with poorer quality of life. In this study of community-living older adults, our objective was to quantify outcome changes following identification and treatment of malnutrition or its risk. Design: Our intervention was a nutritional quality improvement program (QIP). The nutritional QIP included: (i) education of participants about the importance of complete and balanced macro- and micronutrient intake plus physical exercise, (ii) nutritional intervention with dietary counseling; and (iii) provision of oral nutritional supplements (ONS) for daily intake over 60 days. Follow-up measurements took place 30 days after ONS treatment ended, i.e., 90 days after start of intervention."
2-s2.0-85131371279,A nutritionally focused program for community-living older adults resulted in improved health and well-being,2-s2.0-85131371279::resumen::7,resumen,SOC-01,Mejora en la calidad de vida o bienestar atribuida al proyecto.,IMPACTO_MAS_ALLA_ACADEMIA,SOCIEDAD,0.548713,"Objectives: Among older adults, malnutrition is common and is associated with increased risk for impaired health and functionality, conditions further associated with poorer quality of life. In this study of community-living older adults, our objective was to quantify outcome changes following identification and treatment of malnutrition or its risk. Design: Our intervention was a nutritional quality improvement program (QIP). The nutritional QIP included: (i) education of participants about the importance of complete and balanced macro- and micronutrient intake plus physical exercise, (ii) nutritional intervention with dietary counseling; and (iii) provision of oral nutritional supplements (ONS) for daily intake over 60 days. Follow-up measurements took place 30 days after ONS treatment ended, i.e., 90 days after start of intervention."
2-s2.0-85131371279,A nutritionally focused program for community-living older adults resulted in improved health and well-being,2-s2.0-85131371279::resumen::7,resumen,SAL-06,El proyecto fortalece estrategias participativas de cuidado implementadas por distintos actores sociales.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.534402,"Objectives: Among older adults, malnutrition is common and is associated with increased risk for impaired health and functionality, conditions further associated with poorer quality of life. In this study of community-living older adults, our objective was to quantify outcome changes following identification and treatment of malnutrition or its risk. Design: Our intervention was a nutritional quality improvement program (QIP). The nutritional QIP included: (i) education of participants about the importance of complete and balanced macro- and micronutrient intake plus physical exercise, (ii) nutritional intervention with dietary counseling; and (iii) provision of oral nutritional supplements (ONS) for daily intake over 60 days. Follow-up measurements took place 30 days after ONS treatment ended, i.e., 90 days after start of intervention."
2-s2.0-85131371279,A nutritionally focused program for community-living older adults resulted in improved health and well-being,2-s2.0-85131371279::resumen::8,resumen,SAL-03,El proyecto implementa acciones orientadas a mejorar la calidad de vida de personas en situación de discapacidad.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.528099,"Setting and participants: We recruited 618 transitional-care, chronically ill, older adults (>60 years) with malnutrition/risk (per Mini Nutrition Assessment-Short Form, MNA-SF) from the outpatient clinic of Hospital Universitario San Ignacio, in Bogotá, Colombia. Methods: For pre-post comparisons, we examined cognition (Mini-Mental State Exam, MMSE), physical abilities (Barthel Activities of Daily Living, ADL; Short Physical Performance Battery, SPPB), affective disorder status (Global Depression Scale, GDS), and quality of life (QoL; EuroQoL-5D-3L, EQ-5D-3L; EuroQoL-Visual Analog Scale, EQ-VAS). Results: Participants were mean age 74.1 ± 8.7 y, female majority (69.4%), and had an average of 2.6 comorbidities with cardiovascular and respiratory diseases predominant (28.5%)."
2-s2.0-85131371279,A nutritionally focused program for community-living older adults resulted in improved health and well-being,2-s2.0-85131371279::resumen::8,resumen,SAL-06,El proyecto fortalece estrategias participativas de cuidado implementadas por distintos actores sociales.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.506375,"Setting and participants: We recruited 618 transitional-care, chronically ill, older adults (>60 years) with malnutrition/risk (per Mini Nutrition Assessment-Short Form, MNA-SF) from the outpatient clinic of Hospital Universitario San Ignacio, in Bogotá, Colombia. Methods: For pre-post comparisons, we examined cognition (Mini-Mental State Exam, MMSE), physical abilities (Barthel Activities of Daily Living, ADL; Short Physical Performance Battery, SPPB), affective disorder status (Global Depression Scale, GDS), and quality of life (QoL; EuroQoL-5D-3L, EQ-5D-3L; EuroQoL-Visual Analog Scale, EQ-VAS). Results: Participants were mean age 74.1 ± 8.7 y, female majority (69.4%), and had an average of 2.6 comorbidities with cardiovascular and respiratory diseases predominant (28.5%)."
2-s2.0-85131371279,A nutritionally focused program for community-living older adults resulted in improved health and well-being,2-s2.0-85131371279::resumen::8,resumen,SAL-01,El proyecto fortalece el bienestar físico y mental de la población.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.48253,"Setting and participants: We recruited 618 transitional-care, chronically ill, older adults (>60 years) with malnutrition/risk (per Mini Nutrition Assessment-Short Form, MNA-SF) from the outpatient clinic of Hospital Universitario San Ignacio, in Bogotá, Colombia. Methods: For pre-post comparisons, we examined cognition (Mini-Mental State Exam, MMSE), physical abilities (Barthel Activities of Daily Living, ADL; Short Physical Performance Battery, SPPB), affective disorder status (Global Depression Scale, GDS), and quality of life (QoL; EuroQoL-5D-3L, EQ-5D-3L; EuroQoL-Visual Analog Scale, EQ-VAS). Results: Participants were mean age 74.1 ± 8.7 y, female majority (69.4%), and had an average of 2.6 comorbidities with cardiovascular and respiratory diseases predominant (28.5%)."
2-s2.0-85131371279,A nutritionally focused program for community-living older adults resulted in improved health and well-being,2-s2.0-85131371279::resumen::9,resumen,SAL-01,El proyecto fortalece el bienestar físico y mental de la población.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.546809,"QIP-based nutritional intervention led to significant improvements in cognitive (MMSE) and physical functions (ADL and SPPB), affective disorder status (GDS), and health-related quality of life (EQ-VAS); all differences (P < 0.001). Self-reported QoL (EQ-5D-3L) also improved. Conclusions and implications: Over 90 days, the nutritional QIP led to improvements in all measured outcomes, thus highlighting the importance of addressing malnutrition or its risk among community-living older adults. From a patient's perspective, maintaining mental and physical function are important and further linked with quality of life. Brief summary: For older, community-living adults, nutrition care can improve health and well-being outcomes. Care includes screening for malnutrition risk, dietary and exercise counseling, and daily nutritional supplements when needed."
2-s2.0-85131371279,A nutritionally focused program for community-living older adults resulted in improved health and well-being,2-s2.0-85131371279::resumen::9,resumen,SOC-01,Mejora en la calidad de vida o bienestar atribuida al proyecto.,IMPACTO_MAS_ALLA_ACADEMIA,SOCIEDAD,0.526048,"QIP-based nutritional intervention led to significant improvements in cognitive (MMSE) and physical functions (ADL and SPPB), affective disorder status (GDS), and health-related quality of life (EQ-VAS); all differences (P < 0.001). Self-reported QoL (EQ-5D-3L) also improved. Conclusions and implications: Over 90 days, the nutritional QIP led to improvements in all measured outcomes, thus highlighting the importance of addressing malnutrition or its risk among community-living older adults. From a patient's perspective, maintaining mental and physical function are important and further linked with quality of life. Brief summary: For older, community-living adults, nutrition care can improve health and well-being outcomes. Care includes screening for malnutrition risk, dietary and exercise counseling, and daily nutritional supplements when needed."
2-s2.0-85131371279,A nutritionally focused program for community-living older adults resulted in improved health and well-being,2-s2.0-85131371279::resumen::9,resumen,SAL-03,El proyecto implementa acciones orientadas a mejorar la calidad de vida de personas en situación de discapacidad.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.519726,"QIP-based nutritional intervention led to significant improvements in cognitive (MMSE) and physical functions (ADL and SPPB), affective disorder status (GDS), and health-related quality of life (EQ-VAS); all differences (P < 0.001). Self-reported QoL (EQ-5D-3L) also improved. Conclusions and implications: Over 90 days, the nutritional QIP led to improvements in all measured outcomes, thus highlighting the importance of addressing malnutrition or its risk among community-living older adults. From a patient's perspective, maintaining mental and physical function are important and further linked with quality of life. Brief summary: For older, community-living adults, nutrition care can improve health and well-being outcomes. Care includes screening for malnutrition risk, dietary and exercise counseling, and daily nutritional supplements when needed."
2-s2.0-85131371279,A nutritionally focused program for community-living older adults resulted in improved health and well-being,2-s2.0-85131371279::palabras_clave::11,palabras_clave,SOC-01,Mejora en la calidad de vida o bienestar atribuida al proyecto.,IMPACTO_MAS_ALLA_ACADEMIA,SOCIEDAD,0.531249,Activities of daily living | Functionality | Nutrition | Older adults | Oral nutritional supplement | Quality of life
2-s2.0-85131371279,A nutritionally focused program for community-living older adults resulted in improved health and well-being,2-s2.0-85131371279::palabras_clave::11,palabras_clave,SAL-01,El proyecto fortalece el bienestar físico y mental de la población.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.514806,Activities of daily living | Functionality | Nutrition | Older adults | Oral nutritional supplement | Quality of life
2-s2.0-85131371279,A nutritionally focused program for community-living older adults resulted in improved health and well-being,2-s2.0-85131371279::palabras_clave::11,palabras_clave,SAL-03,El proyecto implementa acciones orientadas a mejorar la calidad de vida de personas en situación de discapacidad.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.512167,Activities of daily living | Functionality | Nutrition | Older adults | Oral nutritional supplement | Quality of life
2-s2.0-85213377303,Software codesign between end users and developers to enhance utility for biodiversity conservation,2-s2.0-85213377303::nombre_producto::6,nombre_producto,AMB-01,"El proyecto desarrolla soluciones ambientales asociadas a servicios ecosistémicos, biodiversidad o sostenibilidad ambiental.",IMPACTO_MAS_ALLA_ACADEMIA,MEDIO_AMBIENTE,0.568273,Software codesign between end users and developers to enhance utility for biodiversity conservation
2-s2.0-85213377303,Software codesign between end users and developers to enhance utility for biodiversity conservation,2-s2.0-85213377303::nombre_producto::6,nombre_producto,DIV-04,"Nivel en que los resultados, metodologías o saberes generados por el proyecto son difundidos en formatos comprensibles, abiertos y reutilizables, y en que dichos materiales son efectivamente consultados y aprovechados por públicos diversos.",DIVULGACION,,0.505412,Software codesign between end users and developers to enhance utility for biodiversity conservation
2-s2.0-85213377303,Software codesign between end users and developers to enhance utility for biodiversity conservation,2-s2.0-85213377303::nombre_producto::6,nombre_producto,TEC-02,El proyecto incluye procesos participativos de validación tecnológica con usuarios reales.,IMPACTO_MAS_ALLA_ACADEMIA,TECNOLOGIA,0.50321,Software codesign between end users and developers to enhance utility for biodiversity conservation
2-s2.0-85213377303,Software codesign between end users and developers to enhance utility for biodiversity conservation,2-s2.0-85213377303::resumen::7,resumen,AMB-01,"El proyecto desarrolla soluciones ambientales asociadas a servicios ecosistémicos, biodiversidad o sostenibilidad ambiental.",IMPACTO_MAS_ALLA_ACADEMIA,MEDIO_AMBIENTE,0.533535,"Creating software tools that address the needs of a wide range of decision-makers requires the inclusion of differing perspectives throughout the development process. Software tools for biodiversity conservation often fall short in this regard, partly because broad decision-maker needs may exceed the toolkits of single research groups or even institutions. We show that participatory, collaborative codesign enhances the utility of software tools for better decision-making in biodiversity conservation planning, as demonstrated by our experiences developing a set of integrated tools in Colombia. Specifically, we undertook an interdisciplinary, multi-institutional collaboration of ecological modelers, software engineers, and a diverse profile of potential end users, including decision-makers, conservation practitioners, and biodiversity experts."
2-s2.0-85213377303,Software codesign between end users and developers to enhance utility for biodiversity conservation,2-s2.0-85213377303::resumen::7,resumen,COL-01,"El proyecto incorpora enfoques interdisciplinarios o transdisciplinarios tanto en el planteamiento del problema como en los métodos, tipos de análisis y perspectivas conceptuales utilizadas.",CONDICIONES_COLABORACION,,0.505049,"Creating software tools that address the needs of a wide range of decision-makers requires the inclusion of differing perspectives throughout the development process. Software tools for biodiversity conservation often fall short in this regard, partly because broad decision-maker needs may exceed the toolkits of single research groups or even institutions. We show that participatory, collaborative codesign enhances the utility of software tools for better decision-making in biodiversity conservation planning, as demonstrated by our experiences developing a set of integrated tools in Colombia. Specifically, we undertook an interdisciplinary, multi-institutional collaboration of ecological modelers, software engineers, and a diverse profile of potential end users, including decision-makers, conservation practitioners, and biodiversity experts."
2-s2.0-85213377303,Software codesign between end users and developers to enhance utility for biodiversity conservation,2-s2.0-85213377303::resumen::7,resumen,DIV-02,"Número de productos (comunicados, artículos, blogs, libros, videos, material para redes sociales, entre otros) diseñados y utilizados para comunicar los resultados del proyecto a públicos diversos.",DIVULGACION,,0.501615,"Creating software tools that address the needs of a wide range of decision-makers requires the inclusion of differing perspectives throughout the development process. Software tools for biodiversity conservation often fall short in this regard, partly because broad decision-maker needs may exceed the toolkits of single research groups or even institutions. We show that participatory, collaborative codesign enhances the utility of software tools for better decision-making in biodiversity conservation planning, as demonstrated by our experiences developing a set of integrated tools in Colombia. Specifically, we undertook an interdisciplinary, multi-institutional collaboration of ecological modelers, software engineers, and a diverse profile of potential end users, including decision-makers, conservation practitioners, and biodiversity experts."
2-s2.0-85213377303,Software codesign between end users and developers to enhance utility for biodiversity conservation,2-s2.0-85213377303::resumen::8,resumen,DIV-04,"Nivel en que los resultados, metodologías o saberes generados por el proyecto son difundidos en formatos comprensibles, abiertos y reutilizables, y en que dichos materiales son efectivamente consultados y aprovechados por públicos diversos.",DIVULGACION,,0.526996,"We leveraged and modified common paradigms of software production, including codesign and agile development, to facilitate collaboration through all stages (including conceptualization, development, testing, and feedback) to ensure the accessibility and applicability of the new tools to inform decision-making for biodiversity conservation planning."
2-s2.0-85213377303,Software codesign between end users and developers to enhance utility for biodiversity conservation,2-s2.0-85213377303::resumen::8,resumen,TEC-01,El proyecto desarrolla productos tecnológicos con participación de actores no académicos o sectores aplicados.,IMPACTO_MAS_ALLA_ACADEMIA,TECNOLOGIA,0.51474,"We leveraged and modified common paradigms of software production, including codesign and agile development, to facilitate collaboration through all stages (including conceptualization, development, testing, and feedback) to ensure the accessibility and applicability of the new tools to inform decision-making for biodiversity conservation planning."
2-s2.0-85213377303,Software codesign between end users and developers to enhance utility for biodiversity conservation,2-s2.0-85213377303::resumen::8,resumen,TEC-02,El proyecto incluye procesos participativos de validación tecnológica con usuarios reales.,IMPACTO_MAS_ALLA_ACADEMIA,TECNOLOGIA,0.509397,"We leveraged and modified common paradigms of software production, including codesign and agile development, to facilitate collaboration through all stages (including conceptualization, development, testing, and feedback) to ensure the accessibility and applicability of the new tools to inform decision-making for biodiversity conservation planning."
2-s2.0-85213377303,Software codesign between end users and developers to enhance utility for biodiversity conservation,2-s2.0-85213377303::palabras_clave::9,palabras_clave,AMB-01,"El proyecto desarrolla soluciones ambientales asociadas a servicios ecosistémicos, biodiversidad o sostenibilidad ambiental.",IMPACTO_MAS_ALLA_ACADEMIA,MEDIO_AMBIENTE,0.678049,applied ecology | biodiversity | biogeography | conservation | informatics
2-s2.0-85213377303,Software codesign between end users and developers to enhance utility for biodiversity conservation,2-s2.0-85213377303::palabras_clave::9,palabras_clave,AMB-02,"El proyecto genera mejoras sostenibles en el entorno ambiental, económico y social de los grupos de interés.",IMPACTO_MAS_ALLA_ACADEMIA,MEDIO_AMBIENTE,0.530883,applied ecology | biodiversity | biogeography | conservation | informatics
2-s2.0-85213377303,Software codesign between end users and developers to enhance utility for biodiversity conservation,2-s2.0-85213377303::palabras_clave::9,palabras_clave,ECO-05,El proyecto contribuye a mejorar prácticas productivas sostenibles en los sectores o territorios involucrados.,IMPACTO_MAS_ALLA_ACADEMIA,ECONOMIA,0.515395,applied ecology | biodiversity | biogeography | conservation | informatics
2-s2.0-85213954883,Estudia: A Recommendation System for Higher Education Career Choice,2-s2.0-85213954883::resumen::7,resumen,SOC-02,"El proyecto contribuye a consolidar redes de colaboración y alianzas entre comunidades, organizaciones e instituciones.",IMPACTO_MAS_ALLA_ACADEMIA,SOCIEDAD,0.475465,"This paper presents a mobile application, called Estudia, to establish a closer connection between higher education institutions and individuals, considering their social and territorial context, interests, and skills. This application is expected to serve as a professional guidance tool for Colombians students interested in enrolling in technical academic programs. Estudia utilizes user information to suggest programs near their place of residence, providing a personalized offer that suits their specific characteristics and needs. This paper describes Estudia's User Model tailored to the students' characteristics and contexts, and academic programs. This paper also describes the design and implementation of the application in a functional prototype, along with tests and validations conducted with real users."
2-s2.0-85213954883,Estudia: A Recommendation System for Higher Education Career Choice,2-s2.0-85213954883::resumen::7,resumen,TEC-04,El proyecto utiliza tecnología para maximizar el impacto positivo en comunidades o actores destinatarios.,IMPACTO_MAS_ALLA_ACADEMIA,TECNOLOGIA,0.464976,"This paper presents a mobile application, called Estudia, to establish a closer connection between higher education institutions and individuals, considering their social and territorial context, interests, and skills. This application is expected to serve as a professional guidance tool for Colombians students interested in enrolling in technical academic programs. Estudia utilizes user information to suggest programs near their place of residence, providing a personalized offer that suits their specific characteristics and needs. This paper describes Estudia's User Model tailored to the students' characteristics and contexts, and academic programs. This paper also describes the design and implementation of the application in a functional prototype, along with tests and validations conducted with real users."
2-s2.0-85213954883,Estudia: A Recommendation System for Higher Education Career Choice,2-s2.0-85213954883::resumen::7,resumen,TEC-01,El proyecto desarrolla productos tecnológicos con participación de actores no académicos o sectores aplicados.,IMPACTO_MAS_ALLA_ACADEMIA,TECNOLOGIA,0.460792,"This paper presents a mobile application, called Estudia, to establish a closer connection between higher education institutions and individuals, considering their social and territorial context, interests, and skills. This application is expected to serve as a professional guidance tool for Colombians students interested in enrolling in technical academic programs. Estudia utilizes user information to suggest programs near their place of residence, providing a personalized offer that suits their specific characteristics and needs. This paper describes Estudia's User Model tailored to the students' characteristics and contexts, and academic programs. This paper also describes the design and implementation of the application in a functional prototype, along with tests and validations conducted with real users."
titulo_anio:modelo de referencia para la deteccion de eventos de contaminacion industrial basado en una red de sensores [a reference model for detection of industrial pollution events based on a sensors network|2016,Modelo de referencia para la detección de eventos de contaminación industrial basado en una red de sensores [A reference model for detection of industrial pollution events based on a sensors network,titulo_anio:modelo de referencia para la deteccion de eventos de contaminacion industrial basado en una red de sensores [a reference model for detection of industrial pollution events based on a sensors network|2016::resumen::7,resumen,DIV-04,"Nivel en que los resultados, metodologías o saberes generados por el proyecto son difundidos en formatos comprensibles, abiertos y reutilizables, y en que dichos materiales son efectivamente consultados y aprovechados por públicos diversos.",DIVULGACION,,0.464685,"La contaminación industrial es un aspecto que está afectando en forma importante la sostenibilidad del planeta. Para poder manejar la contaminación, el primer paso es detectarla tan pronto como ésta ocurra, de ahí la importancia de la recolección oportuna de datos. Actualmente la tecnología nos da un gran soporte para esta tarea porque se cuenta con redes de sensores que, al estar en el ambiente, permiten recolectar grandes cantidades de datos. Si estos datos son procesados de forma adecuada, pueden ayudar en la detección temprana de focos de contaminación. No obstante, hay que enfrentar el problema de manejar de forma efectiva una gran cantidad de datos provenientes de dispositivos heterogéneos, que incluyen tanto a los sensores tradicionales o motas de las redes inalámbricas de sensores, como a los sensores ubicados en teléfonos inteligentes."
titulo_anio:modelo de referencia para la deteccion de eventos de contaminacion industrial basado en una red de sensores [a reference model for detection of industrial pollution events based on a sensors network|2016,Modelo de referencia para la detección de eventos de contaminación industrial basado en una red de sensores [A reference model for detection of industrial pollution events based on a sensors network,titulo_anio:modelo de referencia para la deteccion de eventos de contaminacion industrial basado en una red de sensores [a reference model for detection of industrial pollution events based on a sensors network|2016::resumen::7,resumen,TEC-04,El proyecto utiliza tecnología para maximizar el impacto positivo en comunidades o actores destinatarios.,IMPACTO_MAS_ALLA_ACADEMIA,TECNOLOGIA,0.463444,"La contaminación industrial es un aspecto que está afectando en forma importante la sostenibilidad del planeta. Para poder manejar la contaminación, el primer paso es detectarla tan pronto como ésta ocurra, de ahí la importancia de la recolección oportuna de datos. Actualmente la tecnología nos da un gran soporte para esta tarea porque se cuenta con redes de sensores que, al estar en el ambiente, permiten recolectar grandes cantidades de datos. Si estos datos son procesados de forma adecuada, pueden ayudar en la detección temprana de focos de contaminación. No obstante, hay que enfrentar el problema de manejar de forma efectiva una gran cantidad de datos provenientes de dispositivos heterogéneos, que incluyen tanto a los sensores tradicionales o motas de las redes inalámbricas de sensores, como a los sensores ubicados en teléfonos inteligentes."
titulo_anio:modelo de referencia para la deteccion de eventos de contaminacion industrial basado en una red de sensores [a reference model for detection of industrial pollution events based on a sensors network|2016,Modelo de referencia para la detección de eventos de contaminación industrial basado en una red de sensores [A reference model for detection of industrial pollution events based on a sensors network,titulo_anio:modelo de referencia para la deteccion de eventos de contaminacion industrial basado en una red de sensores [a reference model for detection of industrial pollution events based on a sensors network|2016::resumen::7,resumen,SAL-02,El proyecto contribuye a prevenir riesgos en salud pública.,IMPACTO_MAS_ALLA_ACADEMIA,SALUD,0.45612,"La contaminación industrial es un aspecto que está afectando en forma importante la sostenibilidad del planeta. Para poder manejar la contaminación, el primer paso es detectarla tan pronto como ésta ocurra, de ahí la importancia de la recolección oportuna de datos. Actualmente la tecnología nos da un gran soporte para esta tarea porque se cuenta con redes de sensores que, al estar en el ambiente, permiten recolectar grandes cantidades de datos. Si estos datos son procesados de forma adecuada, pueden ayudar en la detección temprana de focos de contaminación. No obstante, hay que enfrentar el problema de manejar de forma efectiva una gran cantidad de datos provenientes de dispositivos heterogéneos, que incluyen tanto a los sensores tradicionales o motas de las redes inalámbricas de sensores, como a los sensores ubicados en teléfonos inteligentes."
titulo_anio:modelo de referencia para la deteccion de eventos de contaminacion industrial basado en una red de sensores [a reference model for detection of industrial pollution events based on a sensors network|2016,Modelo de referencia para la detección de eventos de contaminación industrial basado en una red de sensores [A reference model for detection of industrial pollution events based on a sensors network,titulo_anio:modelo de referencia para la deteccion de eventos de contaminacion industrial basado en una red de sensores [a reference model for detection of industrial pollution events based on a sensors network|2016::resumen::8,resumen,DIV-04,"Nivel en que los resultados, metodologías o saberes generados por el proyecto son difundidos en formatos comprensibles, abiertos y reutilizables, y en que dichos materiales son efectivamente consultados y aprovechados por públicos diversos.",DIVULGACION,,0.619431,"El manejo de esta heterogeneidad motivó a diseñar un modelo de referencia que sirviera de guía para realizar las funciones de detección, almacenamiento, procesamiento y visualización/publicación de los datos, usando las tecnologías más adecuadas. La idea es que este modelo de referencia pueda posteriormente ser instanciado con componentes de hardware y software específicos, que respondan a las necesidades de determinadas empresas o entes gubernamentales, interesados en tomar acciones preventivas o correctivas sobre la contaminación ambiental. En este artículo se presenta el modelo de referencia propuesto y se describe un prototipo que instancia este modelo. El prototipo desarrollado está enfocado en la medición de la contaminación auditiva en una empresa del sector automotriz en Bogotá."
